0,0,0,3.5876,66.327,30.0854,0,0,0,0,0,0,0.19253,4.0382,18.789,20.5334,38.5912,14.3251,3.04033,0.467083,0.0230918,0,0.0434626,0,0.153873,0.130486,0.22576,1.7586,20.5364,20.1951,15.6956,31.1055,10.1552
0,0,0,0.0389422,22.432,77.5291,0,0,0,0,0,0,0,0.00371307,0.0433522,2.60598,78.8234,13.8853,4.6161,0.0222066,0,0,0,0,0,0.000402482,0.0137309,0.0302464,47.061,32.1819,20.6693,0.043467,0
0,0,0,0.00500943,21.1963,78.7987,0,0,0,0,0,0,0,0,0.035495,0.287921,92.1765,7.47513,0.024272,0.000675844,0,0,0,0,0,0,0,50.5385,28.2711,20.9675,0.212802,0.0100533,0
0.01023,0,0,0.533155,2.30183,88.3068,7.52996,1.03869,0.205204,0.0325404,0.041531,0.226167,0.578364,2.86363,5.4092,15.1303,50.2483,17.5126,3.47846,2.82269,1.15417,0.576195,9.54979,12.4289,12.2905,10.0858,11.2726,8.70325,9.40213,5.61148,4.90895,5.44206,10.3046
0,0,0,0,0.0269764,99.973,0,0,0,0,0,0,0,0,0,0.0275318,99.8619,0.110619,0,0,0,0,0,0,0,0,0,97.1093,2.86398,0.0267765,0,0,0
0,0,0,0,0.00289127,99.9971,0,0,0,0,0,0,0,0,0,0.0222188,95.1651,4.74459,0.0681183,0,0,0,0,0,0.0340882,0,42.536,57.1665,0.256407,0.00118713,0.00584926,0,0
