3.62795,6.04143,0,0,10.4473,75.4296,0,0,0,0.725961,3.72776,0,6.68554,6.76222,0,1.54263,66.6975,7.94291,0,1.35704,7.47844,1.53376,1.00315,1.55049,2.40342,5.6638,3.43871,9.0093,51.5337,21.0543,3.59041,0.752791,0
2.10522,3.2686,0,0,10.5675,78.1331,5.18806,0,0,0,0.737498,0,0,0.919432,8.46443,14.423,50.2536,17.8298,6.7025,1.40726,0,0,0.134998,0.899814,6.08831,9.23788,31.4394,30.2865,11.0722,3.29156,3.33147,3.55472,0.663134
0,0,0,0,0,99.9974,0,0,0,0,0.00257314,0,0,0,0,0,99.9829,0.0170808,0,0,0,0,0.0081878,0.00314546,0.0165959,0.00157864,21.1556,73.1808,5.36357,0.258646,0,0.0032443,0.0086216
0,0,0,3.61503,31.401,61.614,1.28147,2.00012,0.0883716,0,0,0,0,0,0,0.130873,52.4871,0.605867,0.322833,0.918767,0.125313,45.4093,0.132994,0.0654823,2.34049,10.9647,14.3378,16.0744,16.0824,6.09002,14.7595,19.1253,0.0268317
0,0,0,0,49.5695,46.7685,3.57872,0.0833229,0,0,0,0,0,0.011328,0.0715923,10.3499,72.885,16.5775,0.071665,0.0192371,0.0138119,0,0,0.022656,0.322042,3.52052,16.7189,21.6747,7.77437,49.9668,0,0,0
0,0,0,0,0.531823,97.7237,1.7445,0,0,0,0,0,13.2963,1.88179,0,0.380255,71.7542,12.2805,0.333414,0.0735724,0,0,0,0,0.726385,1.44974,6.23729,49.5817,38.4181,0.888524,2.31912,0.379166,0
0,0,0,0,0,59.815,39.6813,0.503702,0,0,0,0,0.528064,7.78377,11.4137,6.06815,49.1636,12.0485,8.51234,3.87323,0.608768,0,0.350883,6.46825,20.1595,20.8825,35.0389,6.22873,5.30629,2.83029,2.73472,0,0
0,0,0,0,0,61.7607,37.1029,1.13638,0,0,0,0,0,0,1.29357,14.6803,63.0513,18.7477,1.78983,0.43725,0,0,0.610741,2.73129,9.09554,31.9835,26.5736,20.9213,7.51989,0.564146,0,0,0
0,0,0,0,0.0340703,81.105,0.108179,0,18.7527,0,0,0,0,4.964,28.2446,29.3517,37.1172,0.138599,0.0481394,0.0354678,0.100289,0,5.46587,0.130249,0.0488552,0.0559589,0.144162,14.1336,21.5064,13.6974,1.84085,2.47681,40.4999
23.0511,0,0,0,0,50.9721,0.262654,0,0,0,25.7142,0.0417463,0.175658,2.37621,1.91634,0.54232,50.6471,4.99268,0.435488,38.8725,0,0,4.63397,1.72791,5.49329,1.41085,10.9045,55.1057,6.44343,10.1712,1.66768,0.523317,1.91818
0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
10.5272,1.1463,0,0,0.320065,40.9151,34.5156,0.633658,0,4.33717,7.60492,5.38369,8.75948,23.4339,4.50269,18.6821,21.8209,8.57203,5.40682,2.16434,0.127821,1.1463,2.48938,11.4191,16.2797,32.2176,24.69,5.4802,3.39167,2.42996,0.619713,0.450267,0.532444
0,0,0,0,0,99.9007,0.099317,0,0,0,0,0,0,0,0,0.540521,89.9557,9.5038,0,0,0,0,0,0.099317,6.16317,14.8703,29.5928,27.8234,15.6521,4.69615,0.827644,0.275201,0
0,0,0.152643,0.795081,15.3333,71.656,11.9103,0,0.152643,0,0,9.71119,0.462948,5.26586,0.333215,2.16931,13.6675,24.7965,36.8432,5.03491,0.470087,1.24533,0.441507,5.35022,1.60923,20.6605,10.4911,0.632093,15.2685,25.5079,0.351574,5.13339,14.554
0,0,0,0.651957,2.46926,96.5528,0,0,0,0,0.325979,0,0.966817,0.322272,0,2.67561,92.8824,1.00218,0,0,0,2.15069,0,0,0,0,14.645,65.5485,12.868,6.52809,0.410427,0,0
0.303833,0.0696762,0.266511,0.338348,0.599893,69.0202,17.9583,0.805547,0.449835,5.64291,4.545,7.70065,10.0116,0.56035,2.62823,1.5135,39.921,27.2033,5.69403,3.85109,0.525881,0.390293,5.35573,13.443,7.2938,15.2772,14.8368,9.67938,4.8726,7.82256,7.2849,10.1924,3.94163
0,0,0,0,55.1185,44.4853,0.396215,0,0,0,0,0,9.81089,11.8513,21.354,21.3783,19.0843,14.1286,2.38296,0.00961041,0,0,0.0275044,0.316643,0.640829,1.59511,1.54204,0.685874,11.7273,32.7234,40.914,5.11554,4.71175
0.6232,0.559329,7.29407,6.378,13.5121,65.8689,0.232064,0.797452,4.02191,0.467788,0.245161,4.68635,3.05778,9.87798,1.9131,7.78328,27.8463,18.5524,9.6124,4.76231,5.37513,6.53294,0,0,0,2.32745,3.58149,9.89744,37.6796,22.215,5.12945,1.1351,18.0345
2.81922,4.84855,6.53573,3.58701,12.4551,24.9091,7.0934,2.43327,12.2512,17.109,5.95848,9.93004,9.27811,4.94609,7.59719,10.1975,16.0891,8.98216,5.07835,3.8879,6.32566,17.6879,8.85819,8.46532,4.68911,9.3256,10.9021,3.83989,6.68014,8.04624,11.6871,16.9555,10.5508
0,0,0,0,0.488244,89.0628,10.3343,0.0130796,0.101582,0,0,0.0261591,0.0762235,0.0550479,1.77994,25.3888,41.8831,14.0306,1.82051,7.94395,6.99563,0,18.6636,7.22252,8.12496,1.45088,3.46029,12.1572,24.4886,2.51259,9.1248,1.84323,10.9512
0,0,0,0,0,89.4899,10.5101,0,0,0,0,0,0,0,0,0,89.4573,0,0,0.12009,10.4226,0,18.8244,7.04312,21.4141,0.738243,13.9504,3.72212,3.17285,4.73092,2.35412,9.75124,14.2984
1.87206,3.00017,1.26103,1.55157,1.34574,58.9369,28.8237,2.59731,0,0,0.611577,0.917365,1.11182,2.59458,3.07493,11.8562,28.1287,3.42642,19.8546,12.3501,4.33401,12.3513,7.6767,10.0041,17.971,22.3681,20.0935,6.31038,2.95833,1.5984,6.12283,3.21456,1.68212
5.25844,0.000479694,0,0,0.000479694,63.2188,31.5193,0,0,0,0.00255054,0,0.000479694,0,0,10.5203,89.4255,0.0536295,0,0,0,0,2.62438,0.00164393,0.00789306,26.2774,65.7807,2.67858,0.00164185,0.00138838,0,0.000479694,2.62589
0.00143051,0,0.00143051,0.00286103,0,11.0194,15.7148,73.2529,0.00715257,0,0,0.00921651,0,0.00143051,0.00286103,0.0223799,10.9567,0.724707,25.637,31.0587,15.8758,15.7112,0.190922,37.3171,51.5032,0.0104843,5.4913,5.39123,0.0542476,0.0028403,0.0152986,0.0181901,0.00522534
