0,17.6988,27.48,-1.0036399999999999
0,-196.31900000000002,2.48572,-0.777573
0,-23.6001,10.1323,-0.6187010000000001
0,35.9251,11.8101,-0.6092
4,19.0978,13.7048,-0.7953939999999999
0,-2.00738,20.1696,-0.613383
0,16.3452,24.775,-0.757578
1,-9.420119999999999,30.1058,-0.647097
0,52.9918,6.857469999999999,-0.520358
4,4.21569,7.27383,-0.568168
2,23.1613,10.0563,-0.440086
4,13.6569,11.1347,-0.517741
0,28.7986,11.7035,-0.47342799999999996
4,-1.135,13.1148,-0.491
3,-15.5765,17.7738,-0.421955
4,-2.8547700000000003,18.3514,-0.44056300000000004
0,18.8997,18.5561,-0.568785
3,-1.11533,22.3137,-0.504624
4,-31.6285,-4.214519999999999,-0.351958
0,-20.7662,-3.08311,-0.242013
4,-31.7328,-2.82712,-0.349578
0,-45.2016,-2.6764099999999997,-0.313448
2,-22.4876,2.08126,-0.37351999999999996
0,53.8385,3.6343699999999997,-0.23804699999999998
2,-15.5869,4.1275,-0.30274
4,53.7267,7.46737,-0.24756799999999998
0,53.0553,7.902480000000001,-0.226458
3,14.202,8.67718,-0.347857
4,17.6866,20.2829,-0.21414299999999997
4,-5.2297400000000005,20.5428,-0.252238
0,-61.9874,21.0366,-0.353124
1,16.264,22.9708,-0.309749
0,94.0153,-3.88142,-0.0321821
1,-31.2243,-3.52865,-0.132402
4,-16.8956,-3.4297800000000005,-0.153024
4,-42.1439,-2.66152,-0.189125
4,61.8108,3.48125,-0.166181
1,18.5307,3.70359,-0.0184579
3,50.7997,4.27639,-0.13355799999999998
3,24.5415,8.76272,-0.12010699999999999
4,-26.1107,10.7726,-0.134422
3,27.1209,11.6896,-0.08458689999999999
0,-46.1482,16.8182,-0.171825
3,-3.05289,19.0614,-0.00827134
4,2.25256,20.4766,-0.163569
4,17.1432,20.7471,-0.0653769
4,17.4762,21.230999999999998,-0.0391461
3,17.3806,22.7153,-0.015445600000000002
4,16.8852,23.6454,-0.0443952
0,-19.2613,24.1896,-0.07902410000000001
4,-18.8018,25.5634,-0.119083
0,28.4425,-12.2193,0.0470651
1,23.3962,-11.8804,0.148279
0,11.2631,-8.731760000000001,0.199156
0,-8.54964,-6.33115,0.0325899
0,-16.7138,-4.41654,0.0634352
4,5.1668400000000005,-4.07111,0.0895205
1,64.1928,0.318021,0.05300319999999999
4,-5.51871,2.48487,0.105375
4,-1.89462,4.072080000000001,0.041864099999999994
1,-3.6476,6.05304,0.029761799999999998
4,-2.8957200000000003,6.07967,0.0980858
4,-0.8439059999999999,7.51652,0.0469108
4,32.704,11.8146,0.151257
4,-30.4079,12.2439,0.19931400000000002
0,-27.8252,13.6752,0.08432360000000001
1,-28.0778,14.287,0.06147919999999999
1,-18.7677,17.1125,0.046262300000000006
0,-36.6915,17.5077,0.12523399999999998
1,-18.6643,18.0725,0.0141238
0,-45.9566,18.4197,0.030804900000000003
4,-12.3254,20.5274,0.07729119999999999
0,-0.371942,24.5216,0.0775559
2,31.6219,-11.5767,0.280271
0,16.0062,-10.1487,0.364637
5,25.758000000000003,-10.1951,0.21928899999999998
1,30.877,-9.76742,0.251179
1,27.3164,-8.06621,0.337638
1,28.5331,-7.95264,0.36435
1,4.214840000000001,-5.86155,0.330663
5,-6.624060000000001,-5.74065,0.310425
3,5.12401,-5.42572,0.320206
0,-108.449,-3.9834400000000003,0.23632199999999998
0,23.5667,-2.82177,0.21652
0,-37.664,-2.62865,0.22171100000000002
4,29.3308,-2.4875,0.373544
0,40.1819,-1.99643,0.24183400000000002
3,22.8275,3.07642,0.256042
4,-16.99,3.5992900000000003,0.274027
3,0.116022,6.40219,0.278605
5,-25.4394,11.3478,0.27261199999999997
1,-24.6677,11.3188,0.26334
5,21.8944,11.6491,0.3011
0,-2.96358,12.7062,0.333097
1,-11.4147,13.7352,0.27171
1,-18.6646,15.2452,0.266232
3,-4.842169999999999,18.8101,0.319267
5,20.2447,19.8585,0.396648
3,-1.0338200000000002,20.3584,0.315508
1,-16.0533,20.5964,0.330867
