0,0,0,0,0,1.49262,58.3167,40.1907,0,0,0,0,0,0,1.08555,10.434,15.2186,33.4728,30.7165,9.07261,0,0,0,5.14709,12.2557,19.1641,18.1766,8.03873,0.902659,11.4332,12.5569,7.53619,0,4.78876
0,0,0,0,0,8.5223,64.5744,18.3004,8.60293,0,0,0,1.62256,1.31794,0.495446,17.5409,25.1379,36.9736,13.7663,1.81339,0.713637,0,0.618382,13.4224,2.69133,11.5896,12.325,4.53499,2.88106,20.7224,22.5915,4.92791,4.31389,0
0,0,0,0,0,3.59778,93.6784,2.7238,0,0,0,0,0,0,0,3.48561,15.4108,54.936,21.1366,5.03095,0,0,0,7.66538,1.88139,8.04914,17.2404,22.5307,16.0588,6.39834,5.99752,9.66509,4.51331,0
0,0,0,0.74049,0,7.33941,91.1796,0.74049,0,0,0,0,0.74049,0,0,2.22147,7.33941,82.3671,5.85055,1.48098,0,0,0,2.69478,2.16716,2.65576,6.63274,11.8383,19.411,36.4441,10.8577,3.76201,0.766389,2.77008
0,1.49961,0.646673,0,12.9479,3.9464,60.2165,12.8934,7.84951,0,0,0,1.18285,1.86953,0.812921,2.46976,19.6768,32.8253,12.9004,1.43768,0.640244,4.84357,21.341,2.57302,0,4.39807,13.823,14.4141,33.9741,2.55728,0,0,11.1238,17.1367
0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,7.38338,77.7185,14.8981,0,0,0,0,0,0,0,0,14.0283,69.0953,16.8764,0,0,0,0
0,0,0,0,0,5.31921,84.763,9.91783,0,0,0,0,0,0,18.0082,9.9995,1.59681,52.2602,14.0329,1.85842,2.24391,0,0,0,4.77414,11.0184,20.853,18.3638,4.67214,22.3864,9.87982,1.42215,3.8154,2.81473
0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0.415581,99.5844,0,0,0,0,0,0,2.23641,1.51599,9.9617,6.24068,41.5528,30.1459,0.0565898,6.01547,2.27451,0
0,0,0,0,0,3.91428,82.2469,5.46983,8.36896,0,0,0,0.99465,0.99465,4.00276,2.09828,18.9122,45.4046,22.0927,4.31167,1.18845,0,0,6.68759,4.53939,5.46983,10.7208,13.2216,6.70853,33.9781,8.92801,4.24934,5.49686,0
0,0,0,0,0,2.86323,86.6563,8.57141,1.90909,0,0,0,0,0.492396,0.984791,9.37737,2.01158,61.6831,11.0545,9.16629,2.16392,1.0406,2.02539,0.868492,1.0406,3.84388,9.69938,26.8576,39.862,13.3247,2.62243,0.896143,0.492396,0.492396
0,0,0,0,0,0,99.1691,0.830871,0,0,0,0,0,0,0,0,2.98313,52.8247,27.7845,7.39563,9.01206,0,0,0,0,0,2.37231,19.7494,24.0423,53.8359,0,0,0,0
0,0,0,0,0,0,72.0451,24.3534,3.60155,0,0,0,0,1.61381,0,1.77985,24.1252,28.1693,25.249,9.24351,2.96902,1.26224,5.5881,0.650424,7.89218,13.1515,25.2299,35.3016,7.87936,7.60956,0,0,0,2.28547
