0,0,0,0,0,0,95.0563,4.94367,0,0,0,0,0,0,0,0.93367,15.7448,59.7635,19.7386,3.81951,0,0,0,0,3.26349,6.42725,23.7931,39.0888,11.0143,4.8447,6.84718,2.44911,1.57901,0.69298
0,0,0,0,0,0,55.1821,44.8179,0,0,0,0,0,0,0,5.00949,20.4869,46.2548,20.7274,7.52133,0,0,0,1.22638,14.8564,26.3553,24.6223,17.4596,4.86335,5.71789,3.67373,0.549454,0.116416,0.559196
0,0,0,0,0,6.07226,92.0847,1.84306,0,0,0,0,0.299588,0.0998625,0.703794,8.75396,11.5575,63.7296,9.63002,2.53038,1.60832,1.08696,0,1.64721,1.96876,5.57094,5.96303,16.7082,15.1352,30.8486,13.3468,5.99198,0.825024,1.99417
0,0,0,0.718,0,1.73412,95.7529,0.718,0,0.969856,0.107145,0,0.680434,0.359,0.359,0.838289,20.7145,58.1828,18.7588,0.107145,0,0,0,2.70145,0.359,0.495729,5.64695,25.3803,20.8653,26.9489,12.3887,3.43807,0.892619,0.883031
0,1.22288,1.14373,1.45573,0.65166,15.7708,54.9678,17.9516,3.06473,1.0258,2.74533,0,3.87118,5.75169,6.57517,8.20724,22.8487,20.9545,21.6262,3.97907,1.94479,2.29131,1.95013,5.07376,6.0798,12.8966,21.4162,17.4595,8.97694,4.05241,16.6335,5.98182,0.463227,0.966276
0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138573,1.25035,73.0042,23.8415,1.3529,0.412513,0,0
0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,27.2023,60.7767,12.021,0,0,0,0,1.04404,3.95607,5.01582,12.8377,25.1987,22.4335,16.2863,11.0243,0.794298,0.460025,0.949275
0,0,0,0,0,0.0949373,99.9051,0,0,0,0,0,0,0,0,1.02902,1.90932,81.0921,15.9696,0,0,0,0,0.0372633,1.10284,1.94797,0.0845452,5.04394,64.189,18.1245,2.35646,6.08442,1.02902,0
0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,14.6991,72.5153,12.7857,0,0,0,0,2.1969,3.69602,4.00242,11.0419,31.7308,26.3798,12.1374,3.74619,2.01956,1.18039,1.86871
0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,11.9246,61.2619,26.8135,0,0,0,0,1.36244,1.54267,3.39501,8.07575,38.1413,29.0855,15.4627,1.88112,0.818342,0,0.235219
0,0,0,0,0,0.964664,97.1048,1.93055,0,0,0,0,0,0,0.0940969,2.47497,0.475766,57.1061,7.00811,16.5767,16.2643,0,0,0,0.279948,0.289712,3.36759,18.3202,38.7673,35.7492,2.98905,0,0.236912,0
0,0,0,0,0,0,99.3998,0.600204,0,0,0,0,0,0,0,0,17.5804,73.4012,9.01832,0,0,0,0,2.10834,1.17864,2.32859,21.88,48.2128,11.1593,6.73395,2.14662,1.44304,2.45205,0.356637
